TSM_Server,Node,Server,Occ_GB,Cost,
HDCTSM03,CRMQDDW_DB2,crmqddw,807.42,Virtual,$56.51
HDCTSM03,D_DAHMCIFSSIIFS01GB,DAHMDCWNGAMQ01,789.1,Virtual,$55.23
HDCTSM03,WD_DAHMAHALSM01_DB2,dahmahalsm01,784.84,Virtual,$54.93
HDCTSM03,D_QAHMDCLNCSMC01,qahmdclncsmc01a,782.37,Virtual,$54.76
HDCTSM03,HNAQXWCVSQL01_SQL,HNAQXWCVSQL01,774.56,Virtual,$54.21
HDCTSM03,CHCMUDB1T2Q,chcmudb1t2q,766.74,Virtual,$53.67
HDCTSM03,HFCQCASMQV15,HFCQXWCASAPP13,765.48,Virtual,$53.58
HDCTSM03,AHMWPSDS01,AHMWPSDS01,761.42,Virtual,$53.29
HDCTSM03,AIXPS01Q,aixps01q,761.22,Virtual,$53.28
HDCTSM03,HNAQXLODBDBV1_DB2,hnaqxlodmdb01,755.25,Virtual,$52.86
HDCTSM03,AHMFXWAPXSQLV01_SQL,AHMFXWAPXSQLV01,754.03,Virtual,$52.78
HDCTSM03,QAHMAHALBI01,qahmahalbi01,750.95,Virtual,$52.56
HDCTSM03,HRDEV,hrdev,749.61,Virtual,$52.47
HDCTSM03,ENTQETL,entqetl,748.18,Virtual,$52.37
HDCTSM03,HNAUXLCVCC01,hnauxlcvcc01,718.21,Virtual,$50.27
HDCTSM03,HNAQXWWBIQVFS02,HNAQXWWBIQVFS02,715.17,Virtual,$50.06
HDCTSM03,HNADXWCVSQL01_SQL,HNADXWCVSQL01,708.67,Virtual,$49.60
HDCTSM03,D_QAHMDCLNCSMC01A,qahmdclncsmc01a,707.11,Virtual,$49.49
HDCTSM03,AHMDXWHDSSQL01_SQL,AHMDXWHDSSQL01,698.4,Virtual,$48.88
HDCTSM03,HFCQXWCASSQL17,HFCQXWCASSQL17,695.88,Virtual,$48.71
HDCTSM03,HNAQXWITPMSQL01_SQL,HNAQXWITPMSQL01,693.44,Virtual,$48.54
HDCTSM03,HNAQXLSPSDB01A_DB2,hnaqxlspsdb01a,679.84,Virtual,$47.58
HDCTSM03,AIXHUB1Q,aixhub1q,671.41,Virtual,$46.99
HDCTSM03,HFCQXWCASMQB14,HFCQXWCASMQB14,664.37,Virtual,$46.50
HDCTSM03,HNASXLCVCC01,hnasxlcvcc01,663.04,Virtual,$46.41
HDCTSM03,DEV8,dev8,659.6,Virtual,$46.17
HDCTSM03,QAHMDCLMFTPAS02,qahmdclmftpas02,657.57,Virtual,$46.02
HDCTSM03,AHMWPSDS01_E,AHMWPSDS01,654.42,Virtual,$45.80
HDCTSM03,CHVGAPPNDEV,chvgappndev,650.58,Virtual,$45.54
HDCTSM03,HNADXWTBLEAU01,HNADXWTBLEAU01,635.65,Virtual,$44.49
HDCTSM03,D_DAHMDCLNCSMC01A,dahmdclncsmc01a,633.39,Virtual,$44.33
HDCTSM03,HFCQGBWSQLV11_SQL,HFCQGBWSQLV11,628.72,Virtual,$44.01
HDCTSM03,AIRQDB,airqdb,625.24,Virtual,$43.76
HDCTSM03,PIBMDCLREP03,pibmdclrep03.amerhonda.com,624.69,Virtual,$43.72
HDCTSM03,HAMQXWSQL025,HAMQXWSQL025,623.65,Virtual,$43.65
HDCTSM03,Q3AHMDCWHWEB01,Q3AHMDCWHWEB01,622.94,Virtual,$43.60
HDCTSM03,PTSDWD01,ptsdwd01,619.65,Virtual,$43.37
HDCTSM03,AIXGPCS1D,aixgpcs1d,613.41,Virtual,$42.93
HDCTSM03,HDCDEV45_DOM,HDCDEV45,612.03,Virtual,$42.84
HDCTSM03,HNAQXLBDETLDB01,hnaqxlbdetldb01,611.22,Virtual,$42.78
HDCTSM03,QAHMDCLMFTGOV02,qahmdclmftgov02,607.38,Virtual,$42.51
HDCTSM03,QAHMDCLAUTRM01_DB2,qahmdclautrm01,598.1,Virtual,$41.86
HDCTSM03,HFCQXWIMGARCH01,HFCQXWIMGARCH01,576.18,Virtual,$40.33
HDCTSM03,AHMQXAHRDB01,ahmqxahrdb01,574.91,Virtual,$40.24
HDCTSM03,AHMFXWAPXSQL001,AHMFXWAPXSQL001,574.03,Virtual,$40.18
HDCTSM03,SVCDEV3_DB2,svcdev3,572.86,Virtual,$40.10
HDCTSM03,HNAQXLSMPDB02_DB2,hnaqxlsmpdb02,571.84,Virtual,$40.02
HDCTSM03,HNAFLGSPFB1D3,hnaflgspfb1d3,567.16,Virtual,$39.70
HDCTSM03,AHMQXWAPXSQLCL1_CLU,AHMQXWAPXSQL001,566.14,Virtual,$39.62
HDCTSM03,HNASXLCVCH01,hnasxlcvch01.amerhonda.com,563.7,Virtual,$39.45
HDCTSM03,AHMQXWAPXSQL003_SQL,AHMQXWAPXSQL003,562.32,Virtual,$39.36
HDCTSM03,CHSFTPDATA,chsftpdata.ch.am.honda.com,559.84,Virtual,$39.18
HDCTSM03,HNAQXWWBIQVFS01,HNAQXWWBIQVFS01,557.97,Virtual,$39.05
HDCTSM03,CHEBIZUDBQ_DB2,chebizudb1t3q,555.46,Virtual,$38.88
HDCTSM03,DEV7,dev7,543.55,Virtual,$38.04
HDCTSM03,TAHMDCLNGAESB02,tahmdclngaesb02,541.27,Virtual,$37.88
HDCTSM03,HNAQXWNAINDB02,HNAQXWNAINDB02,537.43,Virtual,$37.62
HDCTSM03,HFCQMQBMQV11,HFCQXWCASMQB11,536.95,Virtual,$37.58
HDCTSM03,HFCPXWPSPUM01,HFCPXWPSPUM01,527.95,Virtual,$36.95
HDCTSM03,CRMQDDM_DB2,crmqddm,526.53,Virtual,$36.85
HDCTSM03,AHMSXWHALSQL01,AHMSXWHALSQL01,525.64,Virtual,$36.79
HDCTSM03,CHCOMAPPSIT,chcomappsit,522.58,Virtual,$36.58
HDCTSM03,HNADXLSVCQDB01,hnadxlsvcqdb01,519.13,Virtual,$36.33
HDCTSM03,HDCDEV57,HDCDEV57,513.67,Virtual,$35.95
HDCTSM03,HFCQXWHYPESS01,HFCQXWHYPESS01,513.38,Virtual,$35.93
HDCTSM03,AHMDXLHALF01,ahmdxlhalf01,511.94,Virtual,$35.83
HDCTSM03,HAMQXWSQL028_SQL,HAMQXWSQL028,503.67,Virtual,$35.25
HDCTSM03,HFCDETL1,hfcdetl1,503,Virtual,$35.21
HDCTSM03,HNADXLGPCSAPB01,hnadxlgpcsapb01,497.99,Virtual,$34.85
HDCTSM03,D1AHMTORPSNT01,D1AHMTORPSNT01,494.12,Virtual,$34.58
HDCTSM03,DEV14,dev14,493.05,Virtual,$34.51
HDCTSM03,HNAQXLCVFD01,hnaqxlcvfd01,489.76,Virtual,$34.28
HDCTSM03,DAHMDCLNCSMC01,dahmdclncsmc01.amerhonda.com,487.9,Virtual,$34.15
HDCTSM03,HAMDXWSQL006,HAMDXWSQL006,484.99,Virtual,$33.94
HDCTSM03,HNACXLCVFD01,hnacxlcvfd01,484.84,Virtual,$33.93
HDCTSM03,HNAUXLCVFD01,hnauxlcvfd01,484.07,Virtual,$33.88
HDCTSM03,AIXDM3D,aixdm3d.ham.am.honda.com,482.31,Virtual,$33.76
HDCTSM03,HNAQXLCVCC01,hnaqxlcvcc01,480.69,Virtual,$33.64
HDCTSM03,HFCQCASMQV12,HFCQXWCASAPP11,478.18,Virtual,$33.47
HDCTSM03,HNADXWA2QDB01_SQL,HNADXWA2QDB01,469.98,Virtual,$32.89
HDCTSM03,AHMQXLSMPDM01_DB2,ahmqxlsmpdm01,468.79,Virtual,$32.81
HDCTSM03,AHMFXWAPXSQLCL1_CLU,AHMFXWAPXSQL001,466.47,Virtual,$32.65
HDCTSM03,HFCQXWCASSQL13,HFCQXWCASSQL13,466.28,Virtual,$32.63
HDCTSM03,HFCQXWXICFS02,HFCQXWXICFS02,463.14,Virtual,$32.41
HDCTSM03,HAMQXWSQLV026_SQL,,461.74,Virtual,$32.32
HDCTSM03,HNADXLAVINDB01_DB2,hnadxlavindb01,459.55,Virtual,$32.16
HDCTSM03,AIRDDB00,airddb,458.54,Virtual,$32.09
HDCTSM03,WD_HNAQXWNAINDBV01_SQL,,457.19,Virtual,$32.00
HDCTSM03,CHPSFDMDEV_DB2,chpsfdmdev,452.29,Virtual,$31.66
HDCTSM03,AHMQXWPCATSQL01,AHMQXWPCATSQL01,444.78,Virtual,$31.13
HDCTSM03,DAHMAHALSCM01,dahmahalscm01,444.49,Virtual,$31.11
HDCTSM03,Q3AHMDCWHWEB02,Q3AHMDCWHWEB02,444.38,Virtual,$31.10
HDCTSM03,HNAQXWFQRDB01,HNAQXWFQRDB01,438.49,Virtual,$30.69
HDCTSM03,HFCQXWXICSQL01,HFCQXWXICSQL01,437.8,Virtual,$30.64
HDCTSM03,AHMDXWSESAS01,AHMDXWSESAS01,432.01,Virtual,$30.24
HDCTSM03,AIXPS01T,aixps01t,430.71,Virtual,$30.14
HDCTSM03,HFCDXLPSDB01,hfcdxlpsdb01.amerhonda.com,429.8,Virtual,$30.08
HDCTSM03,AIXAP02D,aixap02d,429.57,Virtual,$30.06
HDCTSM03,QAHMDCLNCSMC01,qahmdclncsmc01.amerhonda.com,428.11,Virtual,$29.96
HDCTSM03,HNAQXLMAXDB02,hnaqxlmaxdb02,427.57,Virtual,$29.92
HDCTSM03,HNADXLEQDB01_DB2,hnadxleqdb01,427.06,Virtual,$29.89
HDCTSM03,HNAUXLNCMLDB_DB2,hnauxlncmldb01,425.25,Virtual,$29.76
HDCTSM03,HNAQXLMAXDB01,hnaqxlmaxdb01,422.72,Virtual,$29.59
HDCTSM03,MMPWEB07,MMPWEB07,422.53,Virtual,$29.57
HDCTSM03,HAMQXLAPP002_DB2,hamqxlapp002.ham.am.honda.com,420.9,Virtual,$29.46
HDCTSM03,AIXORA1T,aixora1t,419.34,Virtual,$29.35
HDCTSM03,HNADXLCVCC01,hnadxlcvcc01,416.29,Virtual,$29.14
HDCTSM03,HAMDXWSQL011,HAMDXWSQL011,412.64,Virtual,$28.88
HDCTSM03,HFCQMQBDB2V11_DB2,HFCQXWCASMQB11,410.37,Virtual,$28.72
HDCTSM03,AIXAP01D,aixap01d,408.03,Virtual,$28.56
HDCTSM03,CHEBIZSHRUDB1T3Q,chebizshrudb1t3q,407.92,Virtual,$28.55
HDCTSM03,CHEBIZSHRUDBUAT,chebizshrudbuat,401.5,Virtual,$28.10
HDCTSM03,HNASXLCVFD01,hnasxlcvfd01,399.32,Virtual,$27.95
HDCTSM03,TAHMAHALBI01,tahmahalbi01,396.28,Virtual,$27.73
HDCTSM03,HFCQXWIMGSQL02,HFCQXWIMGSQL02,392.76,Virtual,$27.49
HDCTSM03,HNAQXLTRACDB01_DB2,hnaqxltracdb01,392.38,Virtual,$27.46
HDCTSM03,HFCQXWHYPSQL01_SQL,HFCQXWHYPSQL01,390.74,Virtual,$27.35
HDCTSM03,QAHMDCLAUTDB01,qahmdclautdb01,390.64,Virtual,$27.34
HDCTSM03,HAMDXWSQL010,HAMDXWSQL010,390.19,Virtual,$27.31
HDCTSM03,HNAUXLMAXDB01,hnauxlmaxdb01,386.92,Virtual,$27.08
HDCTSM03,GAHMLGSPSTX01,gahmlgspstx01,385.68,Virtual,$26.99
HDCTSM03,HAMQXWSQL015,HAMQXWSQL015,381.95,Virtual,$26.73
HDCTSM03,HNADXWENTETL01,HNADXWENTETL01,375.8,Virtual,$26.30
HDCTSM03,HNAQXWNAINAPP01,HNAQXWNAINAPP01,374.92,Virtual,$26.24
HDCTSM03,DEV14_DB2,dev14,374.32,Virtual,$26.20
HDCTSM03,HFCQXWXICFS01,HFCQXWXICFS01,373.46,Virtual,$26.14
HDCTSM03,DAHMAHALBI01,dahmahalbi01,372.65,Virtual,$26.08
HDCTSM03,HFCQXWHYPSQL11_SQL,HFCQXWHYPSQL11,369.08,Virtual,$25.83
HDCTSM03,HFCQXWCASMQB12,HFCQXWCASMQB12,365.72,Virtual,$25.60
HDCTSM03,HNADXLCRMSOD01_DB2,hnadxlcrmsod01,364.79,Virtual,$25.53
HDCTSM03,HNASXLOTADB01_ORA,hnasxlotadb01,361.82,Virtual,$25.32
HDCTSM03,HFCQXWLEWSQL01,HFCQXWLEWSQL01,360.97,Virtual,$25.26
HDCTSM03,INUXLDXPAPP01,inuxldxpapp01,354.39,Virtual,$24.80
HDCTSM03,QAHMDCLMFTGOV01,qahmdclmftgov01,354.11,Virtual,$24.78
HDCTSM03,CHEBIZDBUAT,chebizdbuat,353.81,Virtual,$24.76
HDCTSM03,D3AHMDCWSIIAP01,D3AHMDCWSIIAP01,351.1,Virtual,$24.57
HDCTSM03,INDXWPATSQL04,INDXWPATSQL04,350.9,Virtual,$24.56
HDCTSM03,HNADXLGPCSDB01_DB2,hnadxlgpcsdb01,350.81,Virtual,$24.55
HDCTSM03,AHMQXWLPSQL01,AHMQXWLPSQL01,350.57,Virtual,$24.53
HDCTSM03,AHMQXLLETDB01,ahmqxlletdb01,348.92,Virtual,$24.42
HDCTSM03,INDXWPATSQL01,INDXWPATSQL01,348.45,Virtual,$24.39
HDCTSM03,CHEBIZWASUAT,chebizwasuat,347.02,Virtual,$24.29
HDCTSM03,DAHMDCLNGTDB01,dahmdclngtdb01,345.99,Virtual,$24.21
HDCTSM03,HNASXWCVSQL01,HNASXWCVSQL01,345.88,Virtual,$24.21
HDCTSM03,INDXWPATSQL02,INDXWPATSQL02,345.84,Virtual,$24.20
HDCTSM03,HFCDXWGBWRD11,HFCDXWGBWRD11,343.04,Virtual,$24.01
HDCTSM03,QAHMDCLMFTPAS01,qahmdclmftpas01,340.65,Virtual,$23.84
HDCTSM03,HNASXWCVSQL02,HNASXWCVSQL02,340.52,Virtual,$23.83
HDCTSM03,HNADXWFQRDB01,HNADXWFQRDB01,339.98,Virtual,$23.79
HDCTSM03,HNAQXWARBSQL01,HNAQXWARBSQL01,339.96,Virtual,$23.79
HDCTSM03,HAMQXWSQL014,HAMQXWSQL014,338.43,Virtual,$23.69
HDCTSM03,AHMSXWAPXSQL002,AHMSXWAPXSQL002,338.02,Virtual,$23.66
HDCTSM03,HAMUXWLMLNOG001,HAMUXWLMLNOG001,333.96,Virtual,$23.37
HDCTSM03,HFCQXWXICFSCL01,HFCQXWXICFS02,325.23,Virtual,$22.76
HDCTSM03,HAMQXWSQL005,HAMQXWSQL005,324.49,Virtual,$22.71
HDCTSM03,HNADXLEDVDB01_DB2,hnadxledvdb01,321.98,Virtual,$22.53
HDCTSM03,HAMQXWSQL020,HAMQXWSQL020,321.91,Virtual,$22.53
HDCTSM03,HNAQXLALRTDB01_DB2,hnaqxlalrtdb01,320.7,Virtual,$22.44
HDCTSM03,D3AHMDCWBO04,D3AHMDCWBO04,317.66,Virtual,$22.23
HDCTSM03,QHFCDCLIDLETL01,qhfcdclidletl01,316.93,Virtual,$22.18
HDCTSM03,AHMFXWAPXSQL002,AHMFXWAPXSQL002,316.01,Virtual,$22.12
HDCTSM03,HFCDXWCASAPP11,HFCDXWCASAPP11,313.99,Virtual,$21.97
HDCTSM03,DAHMDCLMFTST01,dahmdclmftst01.amerhonda.com,309.13,Virtual,$21.63
HDCTSM03,INDXWPATSQL03,INDXWPATSQL03,308.02,Virtual,$21.56
HDCTSM03,QAHMDCLMFTSE02,qahmdclmftse02,307.53,Virtual,$21.52
HDCTSM03,INQXWSTGSQL12,INQXWSTGSQL12,305.86,Virtual,$21.41
HDCTSM03,INDXWUNISQL02,INDXWUNISQL02,305.25,Virtual,$21.36
HDCTSM03,CRMQQAETL,crmqqaetl,305.16,Virtual,$21.36
HDCTSM03,HAMDXWSQL013,HAMDXWSQL013,305.15,Virtual,$21.36
HDCTSM03,QAHMDCLAUTESB01,qahmdclautesb01,301.9,Virtual,$21.13
HDCTSM03,HNAQXWMAXAPP01,HNAQXWMAXAPP01,296.32,Virtual,$20.74
HDCTSM03,T3AHMDCWGDVAP1A,T3AHMDCWGDVAP01,296.16,Virtual,$20.73
HDCTSM03,INQXWPATSQL12,INQXWPATSQL12,294.62,Virtual,$20.62
HDCTSM03,HNADXWARBSQL01,HNADXWARBSQL01,294.14,Virtual,$20.58
HDCTSM03,TAHMDCLNGAESB01,tahmdclngaesb01,293.76,Virtual,$20.56
HDCTSM03,AHMDXWLPSQL01,AHMDXWLPSQL01,292.41,Virtual,$20.46
HDCTSM03,HFCDXWGBWSQL11_SQL,HFCDXWGBWSQL11,290.53,Virtual,$20.33
HDCTSM03,HNADXLWBIDB01_DB2,hnadxlwbidb01,288.34,Virtual,$20.18
HDCTSM03,HNADXWEQSQL01_SQL,HNADXWEQSQL01,287.26,Virtual,$20.10
HDCTSM03,DAHMDCLDOML02,dahmdcldoml02,287.05,Virtual,$20.09
HDCTSM03,AHMTMSDS01,AHMTMSDS01,286.89,Virtual,$20.08
HDCTSM03,DAHMDCLNGAESB01,dahmdclngaesb01,284.26,Virtual,$19.89
HDCTSM03,QAHMDCLAUTDB02,qahmdclautdb02,283.58,Virtual,$19.85
HDCTSM03,HNAQXWSPSAP01,HNAQXWSPSAP01,283.54,Virtual,$19.84
HDCTSM03,HNAQXWEQSQLCL01_SQL,HNAQXWEQSQLV01,283.14,Virtual,$19.81
HDCTSM03,HFCUXWCASMQB12,HFCUXWCASMQB12,282.34,Virtual,$19.76
HDCTSM03,D3AHMDCWSIIAP1A,D3AHMDCWSIIAP1A,281.61,Virtual,$19.71
HDCTSM03,HNAQXLEQDB01,hnaqxleqdb01,281.5,Virtual,$19.70
HDCTSM03,ENTQETL_DB2,entqetl,280.33,Virtual,$19.62
HDCTSM03,CHCOMAPPUAT,chcomappuat,280.25,Virtual,$19.61
HDCTSM03,SAHMDCLNGTDB01,sahmdclngtdb01.amerhonda.com,279.82,Virtual,$19.58
HDCTSM03,AIRDETL0,airdetl,276.91,Virtual,$19.38
HDCTSM03,HFCQXAPSWEB01,hfcqxapsweb01,276.78,Virtual,$19.37
HDCTSM03,DAHMDCLITIM01,dahmdclitim01,274.73,Virtual,$19.23
HDCTSM03,SAHMLGSPNAS01,sahmlgspnas01,274.64,Virtual,$19.22
HDCTSM03,INDXLDXPAPP01,indxldxpapp01,271,Virtual,$18.97
HDCTSM03,HNAUXLGPCSDB01,hnauxlgpcsdb01,270.5,Virtual,$18.93
HDCTSM03,INQXWPATSQL11,INQXWPATSQL11,270.06,Virtual,$18.90
HDCTSM03,PIBMDCLREP02,PIBMDCLREP02,267.89,Virtual,$18.75
HDCTSM03,GAHMLGSPNAS01,gahmlgspnas01,267.79,Virtual,$18.74
HDCTSM03,AHMDXWPCATSQL01_SQL,AHMDXWPCATSQL01,267.59,Virtual,$18.73
HDCTSM03,QAHMDCLMFTSDB01,qahmdclmftsdb01,265.67,Virtual,$18.59
HDCTSM03,HFCQXWCASSQL14,HFCQXWCASSQL14,264.92,Virtual,$18.54
HDCTSM03,HNAQXWCMQSAS01,HNAQXWCMQSAS01,264.56,Virtual,$18.51
HDCTSM03,HAMQXWAPP005,HAMQXWAPP005,263.26,Virtual,$18.42
HDCTSM03,AHMSXWAPXAPP001,AHMSXWAPXAPP001,262.61,Virtual,$18.38
HDCTSM03,HFCQXWLEWAPP01,HFCQXWLEWAPP01,262.04,Virtual,$18.34
HDCTSM03,QAHMDCLMFTSDB02,qahmdclmftsdb02,261.02,Virtual,$18.27
HDCTSM03,FAHMLGSPSTX01,fahmlgspstx01,260.57,Virtual,$18.23
HDCTSM03,HFCQXWHYPESS11,HFCQXWHYPESS11,259.32,Virtual,$18.15
HDCTSM03,D_AHMDXLHALF01A,ahmdxlhalf01a,258.6,Virtual,$18.10
HDCTSM03,HNAQXLOLDB01,hnaqxloldb01,257.6,Virtual,$18.03
HDCTSM03,D3AHMDCWBO06,D3AHMDCWBO06,257.2,Virtual,$18.00
HDCTSM03,HNATXLSCOPTDB01_DB2,hnatxlscoptdb01,257.19,Virtual,$18.00
HDCTSM03,HNAQXLCPRODB01,hnaqxlcprodb01,257,Virtual,$17.99
HDCTSM03,HFCQXWXICSQLCL1,HFCQXWXICSQL01,255.34,Virtual,$17.87
HDCTSM03,HNAFWGSPDB31_SQL,HNAFWGSPDB31,255.27,Virtual,$17.86
HDCTSM03,AHMPXWNBAPP01,AHMPXWNBAPP01,254.32,Virtual,$17.80
HDCTSM03,D_HNADXWPPMSQL01_SQL,HNADXWPPMSQL01,253.83,Virtual,$17.76
HDCTSM03,AHMQXWAPXSQL002,AHMQXWAPXSQL002,252.48,Virtual,$17.67
HDCTSM03,AHMDXWAPXSQL001,AHMDXWAPXSQL001,252.09,Virtual,$17.64
HDCTSM03,HNADXWAMSQL01_SQL,HNADXWAMSQL01,251.91,Virtual,$17.63
HDCTSM03,HNADXWPPMSQL02,HNADXWPPMSQL02,251.66,Virtual,$17.61
HDCTSM03,HFCDXWXSYIC001,HFCDXWXSYIC001,251.57,Virtual,$17.60
HDCTSM03,HNATXWARBSQL01,HNATXWARBSQL01,251.4,Virtual,$17.59
HDCTSM03,D_QAHMDCLNCSWS01,qahmdclncsws01a,249.81,Virtual,$17.48
HDCTSM03,DAHMDCLMFTSDB01,dahmdclmftsdb01,249.06,Virtual,$17.43
HDCTSM03,D3AHMTOR3GHDS01,D3AHMTOR3GHDS01,248.71,Virtual,$17.40
HDCTSM03,HFCQXWHYPAPP01,HFCQXWHYPAPP01,247.6,Virtual,$17.33
HDCTSM03,EAHMLGSPNAS01,eahmlgspnas01,247.55,Virtual,$17.32
HDCTSM03,AHMDXWNMSAPP01,AHMDXWNMSAPP01,246.92,Virtual,$17.28
HDCTSM03,DAHMDCLMFTSE01,dahmdclmftse01,246.05,Virtual,$17.22
HDCTSM03,HNAQXWPRIAP02,HNAQXWPRIAP02,244.17,Virtual,$17.09
HDCTSM03,AHMINETQS01A,AHMINETQS01A,241.38,Virtual,$16.89
HDCTSM03,CRMQDDW,crmqddw,241.37,Virtual,$16.89
HDCTSM03,HFCDXWCASMQB11,HFCDXWCASMQB11,241.2,Virtual,$16.88
HDCTSM03,D_HNAQXLBDMGMT03,hnaqxlbdmgmt03,240.7,Virtual,$16.84
HDCTSM03,QAHMDCLMFTSE01,qahmdclmftse01,238.54,Virtual,$16.69
HDCTSM03,QAHMDCLMFTB2B02,qahmdclmftb2b02,236.06,Virtual,$16.52
HDCTSM03,D_HNAQXWPPMSQL01_SQL,HNAQXWPPMSQL01,235.57,Virtual,$16.48
HDCTSM03,HAMQXWSQL009,HAMQXWSQL009,235.45,Virtual,$16.48
HDCTSM03,HNASXLCVCH03,hnasxlcvch03,234.27,Virtual,$16.39
HDCTSM03,HFCQXWXICSQL02,HFCQXWXICSQL02,233.85,Virtual,$16.36
HDCTSM03,DAHMDCLNGAWAS01,dahmdclngawas01,233.41,Virtual,$16.33
HDCTSM03,INDXWSYTSQL01,INDXWSYTSQL01,232.97,Virtual,$16.30
HDCTSM03,INQXWSTGSQL11,INQXWSTGSQL11,232.59,Virtual,$16.28
HDCTSM03,HNASXLCVCH04,hnasxlcvch04.amerhonda.com,232.47,Virtual,$16.27
HDCTSM03,AIXDBGW1T,aixdbgw1t.ham.am.honda.com,232.42,Virtual,$16.26
HDCTSM03,HFCUXWCPSQL01,HFCUXWCPSQL01,231.98,Virtual,$16.23
HDCTSM03,QAHMDCLNGTDB01,qahmdclngtdb01.amerhonda.com,230.01,Virtual,$16.10
HDCTSM03,TAHMDCLNFS01,tahmdclnfs01,228.86,Virtual,$16.02
HDCTSM03,HNADXLMAXDB01,hnadxlmaxdb01,228.75,Virtual,$16.01
HDCTSM03,HNADXWMAXAPP01,HNADXWMAXAPP01,228.51,Virtual,$15.99
HDCTSM03,AHMQXWEISMQ01,AHMQXWEISMQ01,228.23,Virtual,$15.97
HDCTSM03,AHMDXWNMSAPP01A,AHMDXWNMSAPP01A,227.83,Virtual,$15.94
HDCTSM03,HNASXWCVSQL04,HNASXWCVSQL04,227.16,Virtual,$15.90
HDCTSM03,AHMDXWSEAPP01,AHMDXWSEAPP01,226.4,Virtual,$15.84
HDCTSM03,TAHMDCLAUTESB01,tahmdclautesb01,225.75,Virtual,$15.80
HDCTSM03,HNAELGSPDB01,hnaelgspdb01.amerhonda.com,225.65,Virtual,$15.79
HDCTSM03,HNAQXWPRIAP01,HNAQXWPRIAP01,225.53,Virtual,$15.78
HDCTSM03,HMIPGRBWAPP579,HMIPGRBWAPP579,225.19,Virtual,$15.76
HDCTSM03,HFCUXWCASSQL14_SQL,HFCUXWCASSQL14,225.08,Virtual,$15.75
HDCTSM03,HFCQXWHYPSQL01,HFCQXWHYPSQL01,224.14,Virtual,$15.68
HDCTSM03,HNADXLDCMSAPP01,hnadxldcmsapp01,223.94,Virtual,$15.67
HDCTSM03,HNAUXWMAXAPP01,HNAUXWMAXAPP01,223.53,Virtual,$15.64
HDCTSM03,DAHMDCLMFTST02,dahmdclmftst02.amerhonda.com,223.24,Virtual,$15.62
HDCTSM03,DAHMLGSPSTX01,dahmlgspstx01,223.06,Virtual,$15.61
HDCTSM03,HFCQXWHYPSQL11,HFCQXWHYPSQL11,223.04,Virtual,$15.61
HDCTSM03,D_DAHMDCLNCSWS01A,dahmdclncsws01a,222.83,Virtual,$15.59
HDCTSM03,HNADXWCRMSIC01,HNADXWCRMSIC01,222.66,Virtual,$15.58
HDCTSM03,HNASXWCVSQL03,HNASXWCVSQL03,222.62,Virtual,$15.58
HDCTSM03,INDXWPATSQLCL03_CLU,INDXWPATSQL04,222.54,Virtual,$15.57
HDCTSM03,HFCPXWPSESS01,HFCPXWPSESS01,222.5,Virtual,$15.57
HDCTSM03,QAHMDCLNCSDB01,qahmdclncsdb01,222.3,Virtual,$15.56
HDCTSM03,DAHMDCLDOML01,dahmdcldoml01,222.02,Virtual,$15.54
HDCTSM03,HFCQDW1,hfcqdw1,221.07,Virtual,$15.47
HDCTSM03,CRMQDDM,crmqddm,219.84,Virtual,$15.38
HDCTSM03,AHMQXWAPXAPP001,AHMQXWAPXAPP001,219.69,Virtual,$15.37
HDCTSM03,CHCMWEB2T1Q,chcmweb2t1q,219.48,Virtual,$15.36
HDCTSM03,AHMDXWGDVSSQL01,AHMDXWGDVSSQL01,218.41,Virtual,$15.28
HDCTSM03,HAMQXWSQL010,HAMQXWSQL010,217.95,Virtual,$15.25
HDCTSM03,CHCOMUDB1T2Q,chcomudb1t2q,217.82,Virtual,$15.24
HDCTSM03,IBMPHWTSM01,IBMPHWTSM01,217.48,Virtual,$15.22
HDCTSM03,HAMQXWSQL008,HAMQXWSQL008,215.32,Virtual,$15.07
HDCTSM03,AHMQXWEISMQ02,AHMQXWEISMQ02,215.19,Virtual,$15.06
HDCTSM03,HDCDEV40,HDCDEV40,214.86,Virtual,$15.04
HDCTSM03,HNAQXWPRIAP03,HNAQXWPRIAP03,214.81,Virtual,$15.03
HDCTSM03,AIXAP03T,aixap03t,213.06,Virtual,$14.91
HDCTSM03,D3AHMDCWDDAP01A,D3AHMDCWDDAP01A,212.99,Virtual,$14.90
HDCTSM03,ZENADEV00,zenadev,212.71,Virtual,$14.88
HDCTSM03,HFCQXWCASSQL11,HFCQXWCASSQL11,212.62,Virtual,$14.88
HDCTSM03,D_INDXWACCSQL01_SQL,INDXWACCSQL01,212.18,Virtual,$14.85
HDCTSM03,D3AHMDCWRFAX01,D3AHMDCWRFAX01,210.25,Virtual,$14.71
HDCTSM03,HNANWGSPSNAP01,HNANWGSPSNAP01,209.11,Virtual,$14.63
HDCTSM03,D_QAHMLGSPNTAP01,qahmlgspntap01,208.48,Virtual,$14.59
HDCTSM03,HFCDXWDFSWEB11,HFCDXWDFSWEB11,208.11,Virtual,$14.56
HDCTSM03,QAHMDCLMFTB2B01,qahmdclmftb2b01,207.17,Virtual,$14.50
HDCTSM03,HNAQXWURBDB01,HNAQXWURBDB01,206.63,Virtual,$14.46
